,NAME,WEBSITE_LINK,AVG_DEBT,AVG_MONTHLY_REPAY,FINANCIAL_AID_CALC,SCHOOL_MEDIAN_EARNINGS,NATIONAL_4_YEAR_MEDIAN,EARNINGS_VS_HS_GRAD,WHITE_POP,BLACK_POP,HISPANIC_POP,ASIAN_POP,INDIGENOUS_POP,HAWAIIAN/PACIFIC_ISLANDER_POP,MULTIRACIAL_POP,UNKNOWN_RACE_POP,INTERNATIONAL_POP,COST_AFTER_AID_0_30,COST_AFTER_AID_30_48,COST_AFTER_AID_48_75,COST_AFTER_AID_75_110,COST_AFTER_AID_110,MONTHLY_REPAY_PERCENTAGE
5883,Agape College of Business and Science,https://www.acbscollege.org/,,,https://www.acbscollege.org/net-price-calculator,,31213.0,,0.1351,0.2162,0.6486,0.0,0.0,0.0,0.0,0.0,0.0,11311.0,,,,,
5884,Daybreak University,daybreak.edu/,,,daybreak.edu/admissions/apply.html?pm=2,,,,,,,,,,,,,,,,,,
5885,Motion Picture Institute,https://www.motionpicture.edu/,,,https://www.motionpicture.edu/net-price-calculator/,,31213.0,,0.7091,0.2182,0.0727,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5886,Zen Shiatsu Chicago,www.zenshiatsuchicago.org/,,,https://zenshiatsuchicago.org/disclosures/,,31213.0,,0.4054,0.0676,0.0946,0.0135,0.0135,0.0,0.027,0.3784,0.0,,,,,,
5887,The  Salon Professional Academy of Holland,www.tspaholland.com/,,,https://www.tspaholland.com/wp-content/uploads/sites/9/npc/,,31213.0,,0.7941,0.0147,0.0588,0.0882,0.0,0.0,0.0147,0.0294,0.0,7612.0,12708.0,11251.0,14107.0,,
5888,National Institute for Medical Assistant Advancement (NIMAA),https://www.nimaa.edu/,,,https://nimaa.edu/netprice/index.html,,31213.0,,0.2298,0.1429,0.528,0.0186,0.0124,0.0248,0.0435,0.0,0.0,16940.0,,,,,
5889,California Northstate University,www.cnsu.edu/,,,https://www.cnsu.edu/financial-aid/,,53747.0,,0.137,0.0411,0.0068,0.6712,0.0,0.0,0.089,0.0479,0.0068,,,,,,
5890,Antigua College International,www.antigua.edu/,,,https://www.antigua.edu/,,53747.0,,0.0188,0.0892,0.892,0.0,0.0,0.0,0.0,0.0,0.0,25535.0,25565.0,,,,
5891,Burlington County Institute of Technology-Adult Education,www.bcit.cc/adulted,,,https://www.bcit.cc/adulted,,31213.0,,0.6242,0.1975,0.0637,0.0255,0.0064,0.0064,0.0764,0.0,0.0,,,,,,
5892,Sri Sai Krish Institute,www.sskinstitute.org/,,,https://nces.ed.gov/ipeds/report-your-data/resource-center-net-price,,31213.0,,0.0,0.0606,0.5152,0.4242,0.0,0.0,0.0,0.0,0.0,,,,,,
5893,Riggins Urban Barber College,www.rigginsurbanbarbercollegellc.com/,,,https://www.rigginsurbanbarbercollegellc.com/,,31213.0,,0.1379,0.1034,0.3103,0.4138,0.0,0.0,0.0345,0.0,0.0,23663.0,,,,,
5894,Hair Arts Institute,www.hairartsinstitute.com/,,,https://www.hairartsinstitute.com/,,31213.0,,0.561,0.0244,0.0488,0.0244,0.0244,0.0,0.0,0.3171,0.0,20314.0,,22750.0,,,
5895,Florida Academy of Nursing,www.fan.edu/,,,https://www.fan.edu/,,31213.0,,0.0305,0.8702,0.0687,0.0076,0.0,0.0,0.0,0.0229,0.0,17985.0,17785.0,17723.0,,,
5896,Body Wisdom Massage Therapy School,www.bodywisdomschool.com/,,,https://www.bodywisdomschool.com/prospective-students/general-info/net-price-calculator/,,31213.0,,0.7907,0.0698,0.093,0.0233,0.0,0.0,0.0233,0.0,0.0,44611.0,45652.0,,44407.0,,
5897,Lakewood University,https://lakewood.edu/,,,https://lakewood.edu/net-price-calculator/,,31213.0,,0.213,0.5976,0.1006,0.0296,0.0355,0.0237,0.0,0.0,0.0,,,,,,
5898,CTK Healthcare & Career Institute,www.ctkhealthcare.com/,,,https://www.ctkhealthcare.com/,,31213.0,,0.1148,0.623,0.1148,0.1311,0.0,0.0,0.0,0.0164,0.0,4979.0,4979.0,,,,
5899,Aesthetics Institute,https://www.aiskin.org/,,,https://www.nces.ed.gov/ipeds/netpricecalculator,,31213.0,,0.0,0.075,0.0,0.0,0.0,0.0,0.925,0.0,0.0,18058.0,,,,,
5900,Sierra Academy of Style,sascarsoncity.com/,,,https://sascarsoncity.com/,,31213.0,,0.5476,0.0357,0.2262,0.0119,0.0476,0.0357,0.0952,0.0,0.0,14605.0,15427.0,16149.0,18314.0,18314.0,
5901,Institute of Allied Healthcare,https://www.alliedhealthedu.com/,,,https://www.alliedhealthedu.com/copy-of-scholarships-grants,,31213.0,,0.16,0.04,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7700.0,,,,,
5902,NewU University,https://newu.university/,,,https://newu.university/cost,,53747.0,,0.0,0.6111,0.2778,0.0,0.0,0.0,0.1111,0.0,0.0,,,,,,
5903,Branford Academy of Hair & Cosmetology-Bridgeport,https://branfordacademy.com/,6333,67.1403397928971,https://branfordacademy.com/cosmetology-school-price-calculator-Choose.php,,31213.0,,0.0,0.6571,0.3143,0.0286,0.0,0.0,0.0,0.0,0.0,,,,,,
5904,United Education Institute-Las Vegas,https://www.uei.edu/,9500,100.715810521478,https://enroll.uei.edu/Npc,30848.0,31213.0,0.4583,0.0268,0.1608,0.1737,0.007,0.0023,0.0105,0.0245,0.5944,0.0,29693.0,29646.0,30666.0,33749.0,,0.03917886820078242
5905,UEI College-Mesa,https://www.uei.edu/,9500,100.715810521478,https://enroll.uei.edu/Npc,31141.0,31213.0,0.4854,0.0725,0.068,0.284,0.0015,0.1006,0.0089,0.0178,0.4467,0.0,31732.0,31908.0,33582.0,33121.0,36152.0,0.03881024136211862
5906,Larry's Barber College-Joliet,https://www.larrysbarbercollege.com/,3945,41.8235655270771,https://www.larrysbarbercollege.com/net-price-calculator/,,31213.0,0.2243,0.0,0.8636,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,8524.0,,,,,
5907,Herzing University-Tampa,https://herzing.edu/,21500,227.935781706503,https://www.herzing.edu/tuition-financial-aid/net-price-calculator,36909.0,53747.0,0.5858,0.2703,0.3838,0.2108,0.0324,0.0162,0.0,0.0216,0.0649,0.0,24883.0,23016.0,22385.0,27716.0,28645.0,0.07410738249418938
5908,Galen Health Institutes-Miami Campus,https://galencollege.edu/campuses/miami,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.0909,0.3947,0.3038,0.0335,0.0,0.0,0.0239,0.1531,0.0,28484.0,29303.0,26670.0,31922.0,29545.0,0.05000647078167404
5909,Remington College-Online Dallas,https://www.remingtoncollege.edu/locations/online/,13271,140.694686466372,https://www.remingtoncollege.edu/consumer-information/,31349.0,31213.0,0.447,0.0599,0.2396,0.0092,0.0,0.0,0.0,0.0415,0.6406,0.0092,25063.0,25854.0,27389.0,,28335.0,0.05385614334098261
5910,Abilene Christian University-Undergraduate Online,https://www.acu.edu/academics/online/undergraduate,24250,257.090358436405,https://www.highered.texas.gov/apps/NPC/?Fice=003537,55736.0,53747.0,0.7412,0.3838,0.1958,0.3133,0.0144,0.0039,0.0013,0.0352,0.0352,0.017,12605.0,13115.0,14781.0,16130.0,17857.0,0.055351734987025614
5911,Madera Community College,https://www.maderacollege.edu/,,,https://misweb.cccco.edu/npc/572/npcalc.htm,,31213.0,,0.1627,0.0252,0.6901,0.0842,0.0048,0.0007,0.0247,0.0074,0.0002,653.0,1756.0,4831.0,8295.0,,
5912,Ogle School Hair Skin Nails-Willowbrook,https://ogleschool.edu/,7917,83.9333759893205,https://ogleschool.edu/financial-aid/net-price-calculator,31488.0,31213.0,0.39,0.0739,0.5665,0.2808,0.0148,0.0049,0.0,0.0419,0.0172,0.0,18735.0,20056.0,21425.0,23948.0,23948.0,0.03198680487397885
5913,University of Silicon Andhra,https://www.uofsa.edu/,,,https://www.uofsa.edu/fees/,,31213.0,,0.0,0.0,0.0,0.7647,0.0,0.0,0.0,0.0,0.2353,,,,,,
5914,Galen Health Institutes-Austin Campus,https://galencollege.edu/campuses/austin,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.1725,0.3083,0.2652,0.0383,0.0032,0.0,0.0479,0.1645,0.0,29300.0,28569.0,29941.0,30285.0,30546.0,0.05000647078167404
5915,Galen Health Institutes-Nashville Campus,https://galencollege.edu/campuses/nashville,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.4403,0.2732,0.0557,0.0186,0.0053,0.0027,0.0212,0.183,0.0,,,,,,0.05000647078167404
5916,Ohio Business College-Dayton-Driving Academy,https://ohiobusinesscollege.edu/,12416,131.630263519439,https://ohiobusinesscollege.edu/npc/npcalc.htm,30389.0,31213.0,0.4641,0.3525,0.5738,0.0164,0.0246,0.0,0.0,0.0,0.0328,0.0,4302.0,1.0,5161.0,,,0.051978122420391196
5917,The Rapha School,https://www.theraphaschool.com/,,,https://www.theraphaschool.com/federal-student-aid.html,,31213.0,,0.9032,0.0968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8986.0,5618.0,13808.0,,,
5918,Academy of Allied Health Careers,https://www.aahctn.edu/,,,https://aahctn.edu/financial-aid/net-price-calculator,,31213.0,,0.5789,0.2632,0.0702,0.0,0.0,0.0,0.0175,0.0702,0.0,8816.0,10912.0,,,,
5919,Mei Barber School,https://www.meibarberschool.com/,,,https://nces.ed.gov/ipeds/report-your-data/resource-center-net-price,,31213.0,,0.0,0.0,0.8879,0.0,0.0,0.0,0.0,0.0,0.1121,4023.0,2448.0,,,,
5920,Great Northern University,https://www.greatnorthernu.org/,,,https://www.greatnorthernu.org/assets/net-price-calculator.html,,53747.0,,0.8,0.0,0.0571,0.0286,0.0,0.0,0.0,0.0286,0.0857,,,,27410.0,,
5921,Salon Professional Academy-Elevate Salon Institute,https://www.esimiamibeach.com/,7528,79.8093285900725,https://www.esimiamibeach.com/financial-aid,16515.0,31213.0,0.3838,0.36,0.16,0.36,0.0,0.0,0.0,0.12,0.0,0.0,9615.0,,,,,0.057990429493240694
5922,Arizona College of Nursing-Salt Lake City,https://www.arizonacollege.edu/,9500,100.715810521478,https://www.arizonacollege.edu/admissions/financial-aid/net-price-calculator/,34657.0,53747.0,0.5524,0.6124,0.0543,0.2132,0.0465,0.0,0.0194,0.0465,0.0039,0.0039,25186.0,28402.0,30241.0,,33085.0,0.0348728893515808
5923,Arizona College-Glendale,https://www.arizonacollege.edu/,9500,100.715810521478,https://www.arizonacollege.edu/admissions/financial-aid/net-price-calculator/,34657.0,31213.0,0.5524,0.1567,0.1987,0.5254,0.0221,0.0618,0.0,0.0331,0.0022,0.0,25117.0,25157.0,26926.0,29691.0,30327.0,0.0348728893515808
5924,Universal Technical Institute-West Texas,https://www.uti.edu/,14267,151.253944074729,https://www.uti.edu/admissions/tuition,51222.0,40241.5,0.7371,0.2949,0.0392,0.5714,0.0046,0.0069,0.0046,0.0576,0.0207,0.0,20211.0,23482.0,25307.0,29542.0,28281.0,0.035434917201529574
5925,Avalon Institute-Las Vegas,https://avalon.edu/las-vegas-nv/,6332,67.1297381286317,https://avalon.edu/npc/npcalc.html,30803.0,31213.0,0.4907,0.1425,0.2111,0.4354,0.0712,0.0053,0.0026,0.1161,0.0158,0.0,13279.0,18309.0,,,,0.026151896164126238
5926,Medspa Academies-National Institute of Modern Aesthetics,https://www.nima.edu/,PS,PS,https://www.nima.edu/disclosures/,,31213.0,0.5,0.2963,0.0926,0.3333,0.0833,0.0093,0.0185,0.1389,0.0278,0.0,18983.0,18907.0,20941.0,21824.0,22421.0,
5927,American Institute-Cherry Hill,https://www.americaninstitute.edu/,11979,126.997336235451,https://www.americaninstitute.edu/npc/cherry-hill.htm,28710.0,31213.0,0.4113,0.1418,0.5248,0.2518,0.0213,0.0,0.0,0.0461,0.0142,0.0,18472.0,17536.0,19919.0,18607.0,22711.0,0.05308143625306207
5928,Glendale Career College-North-West College-Bakersfield,https://www.success.edu/,9500,100.715810521478,https://nw.edu/ecamp/npc-nwc/npcalc.htm,41472.0,40241.5,0.6308,0.2083,0.0729,0.2708,0.1146,0.0104,0.0313,0.2917,0.0,0.0,49343.0,49590.0,49812.0,49939.0,50692.0,0.029142306285149883
5929,Barber Education Academy,https://thebarbereducation.com/,,,https://thebarbereducation.com/financial-aid,,31213.0,,0.025,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.025,,,,,,
5930,Legends Barber College,https://www.legends-barber-college.com/,,,https://legends-barber-college.com/net-price-calculator,,31213.0,,0.125,0.5833,0.2917,0.0,0.0,0.0,0.0,0.0,0.0,6724.0,,,,,
5931,Academia Medical Institute,https://www.amiohio.edu/,,,https://nces.ed.gov/ipeds/netpricecalculator/#/,,31213.0,,0.0719,0.8849,0.0072,0.0072,0.0,0.0,0.0288,0.0,0.0,23283.0,,,,,
5932,Barbers Trade School,https://www.barbersinctx.com/,,,https://www.barbersinctx.com/,,31213.0,,0.0909,0.8182,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,18361.0,17787.0,,,,
5933,Top of the Line Barber School,https://totlbarberschool.org/,,,https://drive.google.com/file/d/1zc7IUFIL-Qpdb-Wgl8qncR5pNtfBgYFP/view?usp=sharing,,31213.0,,0.0814,0.407,0.4767,0.0,0.0,0.0,0.0349,0.0,0.0,23756.0,23481.0,28353.0,,,
5934,Bridges Christian College,https://www.bcc.edu/,,,https://www.bcc.edu/fafsa-net-price-calculator/,,53747.0,,0.6667,0.25,0.0667,0.0,0.0,0.0,0.0167,0.0,0.0,18343.0,,,,,
5935,Kino College,https://kinocollege.edu/,,,https://netpricecalculator.kinocollege.edu/,,31213.0,,0.2778,0.1111,0.5,0.0556,0.0,0.0,0.0556,0.0,0.0,28572.0,,,,,
5936,Salon Professional Academy,https://www.tspahowell.com/,,,https://www.tspahowell.com/wp-content/uploads/sites/14/npc/,,31213.0,,0.6356,0.1356,0.161,0.0424,0.0169,0.0085,0.0,0.0,0.0,24979.0,25681.0,24016.0,,,
5937,Southern California College of Barber and Beauty,https://sccbb.edu/,,,https://sccbb.edu/?page_id=1778,,31213.0,,0.1316,0.0658,0.6053,0.0526,0.0263,0.0263,0.0658,0.0263,0.0,21074.0,22428.0,22504.0,27649.0,,
5938,Hello Gorgeous Barbers Stillwater's School of Barbering,https://www.hellogorgeousbarberschool.com/,,,https://hellogorgeousbarberschool.com/nelnet-calculator/,,31213.0,,0.76,0.16,0.0,0.0,0.0,0.0,0.04,0.04,0.0,12168.0,,,,,
5939,Jackson Theological Seminary,https://jtseminary.edu/,,,https://jtseminary.edu/tuition-and-fees/,,53747.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5940,Redeemers University North America,https://www.rccgnaseminary.org/,,,https://www.rccgnaseminary.org/apply-online/,,31213.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300.0,,,,,
5941,Personal Touch Beauty and Barber College,https://www.ptbbcollege.com/,,,https://www.ptbbcollege.com/tuition-calculator,,31213.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14490.0,,16405.0,,,
5942,Reach University,https://www.reach.edu/,,,https://www.reach.edu/estimate-your-aid,,31213.0,,0.584,0.2687,0.0724,0.0103,0.0194,0.0026,0.0194,0.0233,0.0,13027.0,12955.0,13125.0,13048.0,,
5943,Technology Learning Center,https://tlcedu.com/,,,https://tlcedu.com/net-price-calculator.html,,31213.0,,0.8333,0.0714,0.0714,0.0238,0.0,0.0,0.0,0.0,0.0,,,,,,
5944,California University-Silicon Valley,https://cusv.edu/,,,https://cusv.edu/tuition,,,,,,,,,,,,,,,,,,
5945,Hair Academy,https://www.hairacademyllc.com/,,,https://www.hairacademyllc.com/index.html,,31213.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5946,Sweetwater Institute of Cosmetology,https://www.sweetwatercosmetology.com/,,,https://www.sweetwatercosmetology.com/,,31213.0,,0.9512,0.0244,0.0244,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5947,Kansas Health Science Center,https://kansascom.kansashsc.org/,,,https://kansascom.kansashsc.org/admissions/financial-aid/,,,,,,,,,,,,,,,,,,
5948,Academy for Jewish Religion,https://ajr.edu/,,,https://ajr.edu/students/tuition-and-fees/,,,,,,,,,,,,,,,,,,
5949,American College of Healthcare and Technology-Santa Ana,https://www.ach.edu/,9500,100.715810521478,https://www.ach.edu/getting-started/financial-aid/net-price-calculator/,31109.0,31213.0,0.4941,0.0741,0.0,0.7037,0.0741,0.0,0.0,0.0,0.1481,0.0,12033.0,12807.0,14802.0,15592.0,,0.03885016317649992
5950,Aviation Institute of Maintenance-Chicago,https://aviationmaintenance.edu/campuses/chicago-il,31301,331.842693171873,https://aviationmaintenance.edu/your-rights,53341.0,31213.0,0.6927,0.12,0.4267,0.38,0.0333,0.0,0.0067,0.0267,0.0067,0.0,16433.0,,,,22928.0,0.07465387446921648
5951,Atlantis University-Florida Palms University,https://palms.edu/,25870,274.265054546383,https://palms.edu/tuition-and-payment/,,53747.0,,0.1589,0.1028,0.4673,0.0093,0.0,0.0,0.0,0.0,0.2617,,,,,,
5952,Evangel University-College of Online Learning,https://www.evangel.edu/,24736,262.242767269398,https://www.evangel.edu/tuition-fees-and-billing/,46573.0,53747.0,0.6748,0.7655,0.0088,0.115,0.0088,0.0265,0.0044,0.031,0.0354,0.0044,,,,22221.0,,0.06756947603188061
5953,Marian University-Ancilla,https://www.marian.edu/ancilla,27000,286.244935166307,https://www.marian.edu/ancilla/admissions,58759.0,40241.5,0.8423,0.5575,0.1637,0.1283,0.0088,0.0044,0.0,0.0619,0.0442,0.031,17276.0,16291.0,19211.0,26535.0,27307.0,0.05845809530447565
5954,Spa Tech Institute-North Andover,https://www.spatech.edu/,6333,67.1403397928971,https://www.spatech.edu/consumer-information,27803.0,31213.0,0.4444,0.5,0.0385,0.3846,0.0481,0.0,0.0,0.0096,0.0192,0.0,28877.0,,28751.0,,,0.028978314480982814
5955,Aveda Arts & Sciences Institute Lafayette-Arlington,https://avedaarts.edu/,7916,83.922774325055,https://avedaarts.edu/student/consumer-disclosures/,23904.0,31213.0,0.2933,0.2162,0.4162,0.1189,0.0216,0.0108,0.0,0.0378,0.1784,0.0,22103.0,,,,,0.04212990678968625
5956,Shawnee Beauty College-Academy of Cosmetology & Barbering,https://www.shawneebeautycollege.com/,PS,PS,https://www.academyofcosmetologyandbarbering.com/,18636.0,31213.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5476.0,,,,,
5957,Concorde Career College-Broadway,https://www.concorde.edu/campus/kansas-city-missouri,9500,100.715810521478,https://enroll.myconcorde.edu/Npc,35242.0,31213.0,0.5727,0.1287,0.3069,0.1485,0.0198,0.0099,0.0198,0.0,0.3663,0.0,25301.0,25589.0,26082.0,29637.0,,0.034294016408198624
5958,United Education Institute-Stone Mountain,https://www.uei.edu/,9500,100.715810521478,https://enroll.uei.edu/Npc,27688.0,31213.0,0.4201,0.005,0.3933,0.0521,0.0067,0.0,0.0,0.005,0.5378,0.0,35285.0,34821.0,35502.0,,,0.043650307940542324
5959,UEI College-Tacoma,https://www.uei.edu/,9500,100.715810521478,https://enroll.uei.edu/NPC,30848.0,31213.0,0.4583,0.0635,0.0712,0.1135,0.0154,0.0154,0.0462,0.0423,0.6327,0.0,36518.0,36498.0,38304.0,40645.0,40879.0,0.03917886820078242
5960,Montgomery Beauty School-Baltimore Beauty & Barber School,https://www.https//www.baltimorebeautybarberschool.com,11845,125.576713223885,https://www.https//montgomerybeautyschool.com,18726.0,31213.0,0.2903,0.0287,0.9043,0.067,0.0,0.0,0.0,0.0,0.0,0.0,18478.0,18675.0,19670.0,,,0.08047210075224927
5961,Commonwealth of Puerto Rico Department of Education-PRAMI,https://prami-fajardo.wixsite.com/admin,PS,PS,https://de.pr.gov/aea/prami/,26293.0,31213.0,0.3734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7488.0,8308.0,,,,
5962,Universal Technical Institute-South Florida Miramar,https://www.uti.edu/,13124,139.136241819356,https://www.uti.edu/admissions/tuition,52873.0,40241.5,0.7464,0.125,0.2697,0.4342,0.0197,0.0066,0.0,0.1053,0.0395,0.0,,,,,,0.03157821386780157
5963,Arizona College of Nursing-Southfield,https://www.arizonacollege.edu/,9500,100.715810521478,https://www.arizonacollege.edu/admissions/financial-aid/net-price-calculator,34657.0,53747.0,0.5524,0.2121,0.6397,0.0808,0.0236,0.0034,0.0034,0.037,0.0,0.0,34597.0,35408.0,,,,0.0348728893515808
5964,Galen Health Institutes-Sarasota,https://galencollege.edu/campuses/sarasota,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.3692,0.2231,0.1615,0.0231,0.0,0.0,0.0308,0.1923,0.0,,,,,,0.05000647078167404
5965,Galen Health Institutes-Gainesville,https://galencollege.edu/campuses/gainesville,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.2383,0.4414,0.0625,0.0234,0.0,0.0,0.0156,0.2188,0.0,,,,,,0.05000647078167404
5966,Galen Health Institutes-Richmond,https://galencollege.edu/campuses/richmond,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.2358,0.434,0.0519,0.0236,0.0,0.0047,0.0142,0.2358,0.0,,,,,,0.05000647078167404
5967,Galen Health Institutes-Myrtle Beach,https://galencollege.edu/campuses/myrtle-beach,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.5,0.3056,0.0317,0.0119,0.0,0.0,0.0198,0.131,0.0,,,,,,0.05000647078167404
5968,Galen Health Institutes-Asheville,https://galencollege.edu/campuses/asheville,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.5577,0.0962,0.1346,0.0,0.0,0.0,0.0385,0.1731,0.0,,,,,,0.05000647078167404
5969,Larkin University,https://ularkin.org/,,,https://www.ularkin.org/student-services,,,,,,,,,,,,,,,,,,
5970,Pathways College-Arizona,https://www.pathwayscollege.edu/,,,https://www.pathwayscollege.org/netprice/net-price.html,,53747.0,,0.3333,0.0,0.5,0.0,0.1667,0.0,0.0,0.0,0.0,,,,,,
5971,Pontifex University,https://www.pontifex.university/,,,https://www.pontifex.university/,,,,,,,,,,,,,,,,,,
5972,Xtylo Beauty College,https://xtylocollege.com/,PS,PS,https://xtylocollege.com/NetPrice/index.html,,31213.0,,0.0288,0.0,0.6923,0.0481,0.0,0.0,0.0,0.125,0.1058,25648.0,,28693.0,,,
5973,San Francisco School of Massage & Bodywork,https://www.sfsm.edu/,,,https://www.sfsm.edu/net-price-calculator/,,31213.0,,0.4882,0.0315,0.1417,0.2441,0.0,0.0,0.063,0.0,0.0315,,,,,,
5974,Chancellor Institute,https://ichancellor.edu/,,,https://nces.ed.gov/ipeds/netpricecalculator/#/,,40241.5,,0.1351,0.8108,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5975,The Salon Professional Academy,https://www.tspacollegeville.com/,,,https://www.tspacollegeville.com/financial-aid/,,31213.0,,0.6912,0.0882,0.2206,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5976,Studio 75 Hair Academy,https://studio75academy.com/,,,https://studio75academy.com/,,31213.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5977,Commercial Diving Technologies Institute,https://www.cdtdiving.com/,,,https://www.cdtdiving.com/financial-services,,31213.0,,0.9315,0.0274,0.0411,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5978,Boone Career and Technical Center,https://www.gobctc.com/,,,https://www.gobctc.com/netpricecalculator,,31213.0,,0.9792,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5979,Edge Academy of Beauty,https://edgeacademy.edu/,,,https://nces.ed.gov/ipeds/netpricecalculator/#/,,31213.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
5980,Premier Barber School,https://www.premierbarberschool.com/,,,https://www.premierbarberschool.com/,,31213.0,,0.0385,0.1538,0.6538,0.1154,0.0,0.0,0.0,0.0385,0.0,,,,,,
5981,Arizona College of Nursing-Falls Church,https://www.arizonacollege.edu/,9500,100.715810521478,https://www.arizonacollege.edu/admissions/financial-aid/net-price-calculator/,34657.0,53747.0,0.5524,0.1597,0.5694,0.1528,0.0556,0.0,0.0347,0.0278,0.0,0.0,,,,,,0.0348728893515808
5982,Arizona College of Nursing-Ontario,https://www.arizonacollege.edu/,9500,100.715810521478,https://www.arizonacollege.edu/admissions/financial-aid/net-price-calculator/,34657.0,53747.0,0.5524,0.1048,0.1333,0.5381,0.1,0.0048,0.0143,0.1048,0.0,0.0,,,,,,0.0348728893515808
5983,National Tractor Trailer School,https://ntts.edu/,6365,67.4795930493905,https://ntts.edu/calculator/npcalc.htm,42217.0,31213.0,0.6894,0.3529,0.2794,0.2574,0.0074,0.0074,0.0147,0.0368,0.0441,0.0,,,,,,0.01918078301614719
5984,Galen Health Institutes-Houston,https://galencollege.edu/campuses/houston,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.05000647078167404
5985,Galen Health Institutes-Pikeville,https://galencollege.edu/campuses/pikeville,24166,256.19981863811,https://galencollege.studentaidcalculator.com/welcome.aspx,61480.0,40241.5,0.8282,0.8077,0.0,0.0385,0.0,0.0,0.0,0.0,0.1538,0.0,,,,,,0.05000647078167404
5986,Stellar Career College,https://stellarcollege.edu/,4834,51.2484450590344,https://stellarcollege.edu/net-price-calculator/,30337.0,31213.0,0.6026,0.0284,0.2979,0.383,0.0142,0.0,0.0,0.0,0.2766,0.0,14227.0,,,,,0.02027165971283953
5987,Commonwealth University of Pennsylvania,https://www.commonwealthu.edu/,26000,275.643270900888,https://www.calconic.com/calculator-widgets/commonwealth-full-time-undergrad-23-24/64b985d5ec8b18001ee03192?layouts=true,52416.0,53747.0,0.7373,0.8005,0.0627,0.0638,0.0117,0.0037,0.0008,0.0254,0.0278,0.0037,13700.0,14445.0,18004.0,21478.0,22785.0,0.0631051444370165
5988,Pennsylvania Western University,https://www.pennwest.edu/,23725,251.52448469706,https://pennwest.clearcostcalculator.com/student/default/netpricecalculator/survey,47295.0,53747.0,0.6647,0.7759,0.0896,0.0393,0.0112,0.0016,0.0005,0.0343,0.036,0.0114,14597.0,14469.0,17695.0,20957.0,22295.0,0.06381845472808373
5989,Troy University-Phenix City Campus,www.troy.edu/about-us/phenix-city-campus/index.html,25000,265.041606635469,,42062.0,,0.6638,,,,,,,,,,,,,,,0.07561455184312749
5990,Troy University-Montgomery Campus,www.troy.edu/about-us/montgomery-campus/index.html,25000,265.041606635469,,42062.0,,0.6638,,,,,,,,,,,,,,,0.07561455184312749
5991,Troy University-Dothan Campus,www.troy.edu/about-us/dothan-campus/index.html,25000,265.041606635469,,42062.0,,0.6638,,,,,,,,,,,,,,,0.07561455184312749
5992,Troy University-Online,www.troy.edu/online/,25000,265.041606635469,,42062.0,,0.6638,,,,,,,,,,,,,,,0.07561455184312749
5993,Troy University-Support Sites,www.troy.edu/about-us/troy-support-centers/,25000,265.041606635469,,42062.0,,0.6638,,,,,,,,,,,,,,,0.07561455184312749
5994,Arizona State University-West,www.asu.edu/,19500,206.732453175666,,62668.0,,0.7914,,,,,,,,,,,,,,,0.039586223241654304
